filename,cloud_cover,clear_pixel_count_pt,count_orbit_pixels_pt,cloud_cover_pt
S2A_MSIL2A_20260324T113341_N0512_R080_T29SMD_20260324T150015,0.006077,42425460,42427953,0
S2B_MSIL2A_20260327T113319_N0512_R080_T29SMD_20260327T152639,0.464904,40678563,40680704,0
S2C_MSIL2A_20260329T112111_N0512_R037_T29SMD_20260329T144222,13.419971,41185157,42427020,3
S2A_MSIL2A_20260331T112131_N0512_R037_T29SMD_20260331T200509,0.04308,42424253,42427020,0
S2C_MSIL2A_20260401T113321_N0512_R080_T29SMD_20260401T165209,0.043291,40606226,40608076,0
S2B_MSIL2A_20260403T112109_N0512_R037_T29SMD_20260403T153931,9.102383,42424439,42427367,0
S2A_MSIL2A_20260403T113911_N0512_R080_T29SMD_20260403T192652,9.902215,42424439,42427367,0
S2B_MSIL2A_20260406T113319_N0512_R080_T29SMD_20260406T154814,66.55699,---,---,---
S2C_MSIL2A_20260408T112111_N0512_R037_T29SMD_20260408T150520,47.354376,---,---,---
S2A_MSIL2A_20260410T112131_N0512_R037_T29SMD_20260410T195511,5.777224,42383006,42427020,0
S2C_MSIL2A_20260411T113321_N0512_R080_T29SMD_20260411T151110,99.262381,---,---,---
S2B_MSIL2A_20260413T112109_N0512_R037_T29SMD_20260413T140035,86.910576,---,---,---
S2A_MSIL2A_20260413T113341_N0512_R080_T29SMD_20260413T201712,67.067879,---,---,---
S2B_MSIL2A_20260416T113319_N0512_R080_T29SMD_20260416T152159,25.743845,39970099,40705660,2
S2C_MSIL2A_20260418T112111_N0512_R037_T29SMD_20260418T145111,3.439126,40268334,42427020,5
S2A_MSIL2A_20260420T112131_N0512_R037_T29SMD_20260420T205356,52.174282,29968380,42595405,30
S2C_MSIL2A_20260421T113321_N0512_R080_T29SMD_20260421T145618,78.11597,---,---,---
S2B_MSIL2A_20260423T112109_N0512_R037_T29SMD_20260423T134622,88.960582,---,---,---
S2A_MSIL2A_20260423T113911_N0512_R080_T29SMD_20260423T193116,89.397341,---,---,---
S2B_MSIL2A_20260426T113319_N0512_R080_T29SMD_20260426T152238,77.159107,26088230,40841357,36
S2C_MSIL2A_20260428T112111_N0512_R037_T29SMD_20260428T150009,81.888247,---,---,---
S2A_MSIL2A_20260430T112131_N0512_R037_T29SMD_20260430T201210,98.531634,---,---,---
S2C_MSIL2A_20260501T113321_N0512_R080_T29SMD_20260501T151109,78.154796,---,---,---
S2B_MSIL2A_20260503T112109_N0512_R037_T29SMD_20260503T134410,85.289198,---,---,---
S2A_MSIL2A_20260503T113331_N0512_R080_T29SMD_20260503T202200,84.986287,---,---,---
S2B_MSIL2A_20260506T113319_N0512_R080_T29SMD_20260506T152546,47.278327,---,---,---
S2C_MSIL2A_20260508T112111_N0512_R037_T29SMD_20260508T145856,32.377377,---,---,---
S2A_MSIL2A_20260510T112131_N0512_R037_T29SMD_20260510T210908,30.373493,17857572,42427020,58
S2C_MSIL2A_20260511T113321_N0512_R080_T29SMD_20260511T164020,57.793874,---,---,---
S2B_MSIL2A_20260513T112109_N0512_R037_T29SMD_20260513T135934,48.595151,---,---,---
S2A_MSIL2A_20260513T113911_N0512_R080_T29SMD_20260513T191957,42.152601,---,---,---
S2B_MSIL2A_20260516T113319_N0512_R080_T29SMD_20260516T141717,30.264387,---,---,---
S2C_MSIL2A_20260518T112111_N0512_R037_T29SMD_20260518T163315,52.454889,---,---,---
S2A_MSIL2A_20260520T112131_N0512_R037_T29SMD_20260520T194609,0.090685,---,---,---
S2C_MSIL2A_20260521T113321_N0512_R080_T29SMD_20260521T164116,95.027548,---,---,---
S2B_MSIL2A_20260523T112109_N0512_R037_T29SMD_20260523T134149,88.412988,---,---,---
S2A_MSIL2A_20260523T113331_N0512_R080_T29SMD_20260523T195019,98.705453,---,---,---
S2B_MSIL2A_20260526T113309_N0512_R080_T29SMD_20260526T141142,27.738363,---,---,---
S2C_MSIL2A_20260528T112111_N0512_R037_T29SMD_20260528T162613,12.846713,---,---,---
S2A_MSIL2A_20260530T112131_N0512_R037_T29SMD_20260530T194412,65.837222,---,---,---
S2C_MSIL2A_20260531T113321_N0512_R080_T29SMD_20260531T163614,47.034371,---,---,---
S2B_MSIL2A_20260602T112109_N0512_R037_T29SMD_20260602T134327,45.842695,---,---,---
S2A_MSIL2A_20260602T113911_N0512_R080_T29SMD_20260602T192910,43.097425,---,---,---
S2B_MSIL2A_20260605T113319_N0512_R080_T29SMD_20260605T141139,29.103321,---,---,---
S2C_MSIL2A_20260607T112111_N0512_R037_T29SMD_20260607T150211,41.900516,---,---,---
S2A_MSIL2A_20260609T112131_N0512_R037_T29SMD_20260609T194454,0.186702,---,---,---
S2C_MSIL2A_20260610T113321_N0512_R080_T29SMD_20260610T163922,0.917815,---,---,---
